# Ausgabe:______________________________________________________
# Zeit	X	Y	Z	VX	VY	VZ	L	E
10.1	-4.12018	0.0658236	-5.91577e-14	0.73071	0.10968	-1.97694e-14	0.5	0.0303069
10.11	-4.11287	0.0669203	-5.93563e-14	0.731299	0.109671	-1.98602e-14	0.5	0.0303059
10.12	-4.10555	0.0680169	-5.95574e-14	0.73189	0.109661	-2.01055e-14	0.5	0.030305
10.13	-4.09823	0.0691134	-5.9763e-14	0.732483	0.109651	-2.05622e-14	0.5	0.0303041
10.14	-4.0909	0.0702098	-5.99655e-14	0.733078	0.109641	-2.02492e-14	0.5	0.0303031
10.15	-4.08356	0.0713061	-6.01729e-14	0.733675	0.109631	-2.07411e-14	0.5	0.0303022
10.16	-4.07622	0.0724023	-6.03844e-14	0.734275	0.10962	-2.11511e-14	0.5	0.0303012
10.17	-4.06887	0.0734984	-6.05951e-14	0.734876	0.10961	-2.10725e-14	0.5	0.0303003
10.18	-4.06151	0.0745944	-6.08081e-14	0.73548	0.109599	-2.12941e-14	0.5	0.0302993
10.19	-4.05415	0.0756903	-6.1019e-14	0.736086	0.109588	-2.10948e-14	0.5	0.0302983
10.2	-4.04679	0.0767861	-6.12265e-14	0.736694	0.109576	-2.07486e-14	0.5	0.0302973
10.21	-4.03941	0.0778817	-6.14395e-14	0.737304	0.109565	-2.13002e-14	0.5	0.0302963
10.22	-4.03203	0.0789773	-6.16504e-14	0.737917	0.109553	-2.10955e-14	0.5	0.0302953
10.23	-4.02465	0.0800727	-6.18659e-14	0.738532	0.109541	-2.15407e-14	0.5	0.0302943
10.24	-4.01726	0.0811679	-6.20775e-14	0.739149	0.109529	-2.11694e-14	0.5	0.0302933
10.25	-4.00986	0.0822631	-6.22865e-14	0.739768	0.109516	-2.08922e-14	0.5	0.0302923
10.26	-4.00246	0.0833581	-6.24932e-14	0.740389	0.109503	-2.0674e-14	0.5	0.0302913
10.27	-3.99505	0.084453	-6.27044e-14	0.741013	0.10949	-2.11233e-14	0.5	0.0302902
10.28	-3.98763	0.0855478	-6.29154e-14	0.741639	0.109477	-2.10935e-14	0.5	0.0302892
10.29	-3.98021	0.0866425	-6.31328e-14	0.742268	0.109464	-2.17386e-14	0.5	0.0302882
10.3	-3.97278	0.087737	-6.33571e-14	0.742899	0.10945	-2.24352e-14	0.5	0.0302871
10.31	-3.96534	0.0888313	-6.35767e-14	0.743532	0.109436	-2.19622e-14	0.5	0.030286
10.32	-3.9579	0.0899255	-6.37851e-14	0.744167	0.109422	-2.08319e-14	0.5	0.030285
10.33	-3.95045	0.0910196	-6.40044e-14	0.744805	0.109407	-2.19378e-14	0.5	0.0302839
10.34	-3.943	0.0921135	-6.42341e-14	0.745445	0.109393	-2.29624e-14	0.5	0.0302828
10.35	-3.93554	0.0932073	-6.44549e-14	0.746088	0.109377	-2.20828e-14	0.5	0.0302817
10.36	-3.92807	0.0943009	-6.46729e-14	0.746733	0.109362	-2.17969e-14	0.5	0.0302806
10.37	-3.9206	0.0953944	-6.48973e-14	0.747381	0.109347	-2.2442e-14	0.5	0.0302795
10.38	-3.91312	0.0964877	-6.5119e-14	0.748031	0.109331	-2.2175e-14	0.5	0.0302784
10.39	-3.90563	0.0975809	-6.53275e-14	0.748683	0.109315	-2.08482e-14	0.5	0.0302772
10.4	-3.89814	0.0986738	-6.55325e-14	0.749338	0.109298	-2.04999e-14	0.5	0.0302761
10.41	-3.89064	0.0997667	-6.57304e-14	0.749996	0.109282	-1.97897e-14	0.5	0.030275
10.42	-3.88313	0.100859	-6.59279e-14	0.750656	0.109265	-1.97518e-14	0.5	0.0302738
10.43	-3.87562	0.101952	-6.61131e-14	0.751318	0.109248	-1.85226e-14	0.5	0.0302726
10.44	-3.8681	0.103044	-6.63077e-14	0.751983	0.10923	-1.94591e-14	0.5	0.0302715
10.45	-3.86057	0.104136	-6.65111e-14	0.752651	0.109212	-2.03346e-14	0.5	0.0302703
10.46	-3.85304	0.105228	-6.67232e-14	0.753321	0.109194	-2.12114e-14	0.5	0.0302691
10.47	-3.8455	0.10632	-6.69315e-14	0.753994	0.109176	-2.08346e-14	0.5	0.0302679
10.48	-3.83795	0.107411	-6.71303e-14	0.754669	0.109157	-1.98778e-14	0.5	0.0302667
10.49	-3.8304	0.108503	-6.73182e-14	0.755347	0.109138	-1.87855e-14	0.5	0.0302655
10.5	-3.82284	0.109594	-6.74988e-14	0.756028	0.109119	-1.80604e-14	0.5	0.0302643
10.51	-3.81527	0.110685	-6.76716e-14	0.756712	0.109099	-1.72825e-14	0.5	0.030263
10.52	-3.80769	0.111776	-6.78442e-14	0.757398	0.109079	-1.72635e-14	0.5	0.0302618
10.53	-3.80011	0.112866	-6.80147e-14	0.758087	0.109059	-1.70426e-14	0.5	0.0302605
10.54	-3.79253	0.113957	-6.81936e-14	0.758778	0.109039	-1.78978e-14	0.5	0.0302593
10.55	-3.78493	0.115047	-6.83713e-14	0.759472	0.109018	-1.77623e-14	0.5	0.030258
10.56	-3.77733	0.116137	-6.85516e-14	0.760169	0.108997	-1.80347e-14	0.5	0.0302567
10.57	-3.76972	0.117227	-6.87269e-14	0.760869	0.108975	-1.75319e-14	0.5	0.0302554
10.58	-3.76211	0.118316	-6.89026e-14	0.761572	0.108953	-1.75631e-14	0.5	0.0302541
10.59	-3.75448	0.119406	-6.90657e-14	0.762278	0.108931	-1.63149e-14	0.5	0.0302528
10.6	-3.74685	0.120495	-6.92347e-14	0.762986	0.108909	-1.69017e-14	0.5	0.0302515
10.61	-3.73922	0.121583	-6.93911e-14	0.763697	0.108886	-1.56345e-14	0.5	0.0302501
10.62	-3.73157	0.122672	-6.95484e-14	0.764411	0.108862	-1.57294e-14	0.5	0.0302488
10.63	-3.72392	0.123761	-6.97094e-14	0.765128	0.108839	-1.61007e-14	0.5	0.0302474
10.64	-3.71626	0.124849	-6.98778e-14	0.765848	0.108815	-1.68407e-14	0.5	0.0302461
10.65	-3.7086	0.125937	-7.00482e-14	0.766571	0.108791	-1.70372e-14	0.5	0.0302447
10.66	-3.70092	0.127024	-7.02205e-14	0.767297	0.108766	-1.72378e-14	0.5	0.0302433
10.67	-3.69324	0.128112	-7.03881e-14	0.768026	0.108741	-1.67526e-14	0.5	0.0302419
10.68	-3.68556	0.129199	-7.05447e-14	0.768757	0.108716	-1.56643e-14	0.5	0.0302405
10.69	-3.67786	0.130286	-7.07095e-14	0.769492	0.10869	-1.64789e-14	0.5	0.0302391
10.7	-3.67016	0.131372	-7.08815e-14	0.77023	0.108664	-1.72053e-14	0.5	0.0302376
10.71	-3.66245	0.132459	-7.1047e-14	0.770971	0.108637	-1.65493e-14	0.5	0.0302362
10.72	-3.65473	0.133545	-7.12088e-14	0.771715	0.10861	-1.61807e-14	0.5	0.0302347
10.73	-3.64701	0.134631	-7.13827e-14	0.772462	0.108583	-1.73815e-14	0.5	0.0302333
10.74	-3.63927	0.135716	-7.15485e-14	0.773213	0.108555	-1.65832e-14	0.5	0.0302318
10.75	-3.63153	0.136801	-7.17271e-14	0.773966	0.108527	-1.78558e-14	0.5	0.0302303
10.76	-3.62379	0.137886	-7.19091e-14	0.774723	0.108499	-1.82027e-14	0.5	0.0302288
10.77	-3.61603	0.138971	-7.20991e-14	0.775483	0.10847	-1.90023e-14	0.5	0.0302273
10.78	-3.60827	0.140056	-7.22933e-14	0.776246	0.10844	-1.94211e-14	0.5	0.0302257
10.79	-3.6005	0.14114	-7.2488e-14	0.777012	0.108411	-1.94699e-14	0.5	0.0302242
10.8	-3.59272	0.142223	-7.2683e-14	0.777782	0.108381	-1.9497e-14	0.5	0.0302226
10.81	-3.58494	0.143307	-7.28857e-14	0.778555	0.10835	-2.02736e-14	0.5	0.0302211
10.82	-3.57714	0.14439	-7.30959e-14	0.779331	0.108319	-2.1023e-14	0.5	0.0302195
10.83	-3.56934	0.145473	-7.33195e-14	0.78011	0.108287	-2.23552e-14	0.5	0.0302179
10.84	-3.56153	0.146556	-7.35374e-14	0.780893	0.108256	-2.17928e-14	0.5	0.0302163
10.85	-3.55372	0.147638	-7.37548e-14	0.78168	0.108223	-2.17359e-14	0.5	0.0302147
10.86	-3.54589	0.14872	-7.39689e-14	0.782469	0.10819	-2.14093e-14	0.5	0.030213
10.87	-3.53806	0.149801	-7.41873e-14	0.783263	0.108157	-2.18389e-14	0.5	0.0302114
10.88	-3.53022	0.150883	-7.43955e-14	0.784059	0.108123	-2.08265e-14	0.5	0.0302097
10.89	-3.52237	0.151963	-7.45966e-14	0.78486	0.108089	-2.01055e-14	0.5	0.030208
10.9	-3.51451	0.153044	-7.48005e-14	0.785663	0.108054	-2.03888e-14	0.5	0.0302063
10.91	-3.50665	0.154124	-7.49949e-14	0.786471	0.108019	-1.94374e-14	0.5	0.0302046
10.92	-3.49878	0.155204	-7.51802e-14	0.787282	0.107984	-1.85321e-14	0.5	0.0302029
10.93	-3.49089	0.156283	-7.53576e-14	0.788096	0.107948	-1.77474e-14	0.5	0.0302012
10.94	-3.48301	0.157363	-7.55229e-14	0.788914	0.107911	-1.65263e-14	0.5	0.0301994
10.95	-3.47511	0.158441	-7.56754e-14	0.789736	0.107874	-1.52537e-14	0.5	0.0301977
10.96	-3.4672	0.15952	-7.58232e-14	0.790561	0.107836	-1.47739e-14	0.5	0.0301959
10.97	-3.45929	0.160598	-7.59818e-14	0.791391	0.107798	-1.58663e-14	0.5	0.0301941
10.98	-3.45137	0.161675	-7.61272e-14	0.792224	0.107759	-1.45354e-14	0.5	0.0301923
10.99	-3.44344	0.162752	-7.62739e-14	0.79306	0.10772	-1.46682e-14	0.5	0.0301904
11	-3.4355	0.163829	-7.64217e-14	0.793901	0.10768	-1.47821e-14	0.5	0.0301886
11.01	-3.42755	0.164906	-7.65826e-14	0.794745	0.10764	-1.6094e-14	0.5	0.0301867
11.02	-3.41959	0.165982	-7.6739e-14	0.795594	0.107599	-1.56386e-14	0.5	0.0301848
11.03	-3.41163	0.167057	-7.69039e-14	0.796446	0.107558	-1.64843e-14	0.5	0.0301829
11.04	-3.40366	0.168132	-7.70642e-14	0.797302	0.107516	-1.60343e-14	0.5	0.030181
11.05	-3.39567	0.169207	-7.72348e-14	0.798162	0.107474	-1.70548e-14	0.5	0.0301791
11.06	-3.38768	0.170281	-7.73934e-14	0.799026	0.107431	-1.58622e-14	0.5	0.0301771
11.07	-3.37969	0.171355	-7.75588e-14	0.799894	0.107387	-1.65371e-14	0.5	0.0301752
11.08	-3.37168	0.172429	-7.77336e-14	0.800766	0.107343	-1.74845e-14	0.5	0.0301732
11.09	-3.36366	0.173502	-7.78968e-14	0.801642	0.107298	-1.6323e-14	0.5	0.0301712
11.1	-3.35564	0.174574	-7.80542e-14	0.802523	0.107252	-1.57402e-14	0.5	0.0301692
11.11	-3.3476	0.175646	-7.82115e-14	0.803407	0.107206	-1.57226e-14	0.5	0.0301671
11.12	-3.33956	0.176718	-7.8356e-14	0.804296	0.10716	-1.44541e-14	0.5	0.0301651
11.13	-3.33151	0.177789	-7.84991e-14	0.805189	0.107113	-1.43118e-14	0.5	0.030163
11.14	-3.32345	0.17886	-7.86458e-14	0.806086	0.107065	-1.46655e-14	0.5	0.0301609
11.15	-3.31538	0.17993	-7.87906e-14	0.806987	0.107016	-1.44785e-14	0.5	0.0301588
11.16	-3.3073	0.180999	-7.89476e-14	0.807893	0.106967	-1.57023e-14	0.5	0.0301566
11.17	-3.29921	0.182069	-7.91012e-14	0.808803	0.106917	-1.53581e-14	0.5	0.0301545
11.18	-3.29111	0.183137	-7.92614e-14	0.809718	0.106867	-1.60276e-14	0.5	0.0301523
11.19	-3.28301	0.184205	-7.94343e-14	0.810637	0.106816	-1.72825e-14	0.5	0.0301501
11.2	-3.27489	0.185273	-7.95991e-14	0.81156	0.106764	-1.6487e-14	0.5	0.0301479
11.21	-3.26677	0.18634	-7.97658e-14	0.812488	0.106711	-1.66699e-14	0.5	0.0301456
11.22	-3.25863	0.187407	-7.99229e-14	0.813421	0.106658	-1.5705e-14	0.5	0.0301434
11.23	-3.25049	0.188473	-8.00717e-14	0.814358	0.106604	-1.48783e-14	0.5	0.0301411
11.24	-3.24233	0.189538	-8.02301e-14	0.815299	0.10655	-1.58473e-14	0.5	0.0301388
11.25	-3.23417	0.190603	-8.03835e-14	0.816246	0.106494	-1.5335e-14	0.5	0.0301365
11.26	-3.226	0.191668	-8.05441e-14	0.817197	0.106438	-1.60601e-14	0.5	0.0301341
11.27	-3.21782	0.192732	-8.07132e-14	0.818153	0.106381	-1.69071e-14	0.5	0.0301317
11.28	-3.20963	0.193795	-8.08706e-14	0.819113	0.106324	-1.57389e-14	0.5	0.0301293
11.29	-3.20143	0.194857	-8.10151e-14	0.820079	0.106266	-1.44528e-14	0.5	0.0301269
11.3	-3.19322	0.195919	-8.11725e-14	0.821049	0.106207	-1.5743e-14	0.5	0.0301245
11.31	-3.185	0.196981	-8.13351e-14	0.822024	0.106147	-1.62566e-14	0.5	0.030122
11.32	-3.17677	0.198042	-8.15099e-14	0.823004	0.106086	-1.74845e-14	0.5	0.0301195
11.33	-3.16853	0.199102	-8.16788e-14	0.823989	0.106025	-1.68909e-14	0.5	0.030117
11.34	-3.16028	0.200162	-8.1856e-14	0.82498	0.105962	-1.77148e-14	0.5	0.0301145
11.35	-3.15202	0.201221	-8.20214e-14	0.825975	0.105899	-1.65439e-14	0.5	0.0301119
11.36	-3.14375	0.202279	-8.21805e-14	0.826975	0.105836	-1.59124e-14	0.5	0.0301093
11.37	-3.13547	0.203337	-8.2348e-14	0.827981	0.105771	-1.67418e-14	0.5	0.0301067
11.38	-3.12718	0.204394	-8.25042e-14	0.828992	0.105705	-1.56237e-14	0.5	0.030104
11.39	-3.11888	0.20545	-8.26708e-14	0.830008	0.105639	-1.66605e-14	0.5	0.0301014
11.4	-3.11057	0.206506	-8.28288e-14	0.831029	0.105572	-1.58012e-14	0.5	0.0300987
11.41	-3.10225	0.207561	-8.29902e-14	0.832056	0.105503	-1.61414e-14	0.5	0.0300959
11.42	-3.09392	0.208615	-8.31404e-14	0.833088	0.105434	-1.50179e-14	0.5	0.0300932
11.43	-3.08557	0.209669	-8.3304e-14	0.834126	0.105364	-1.63596e-14	0.5	0.0300904
11.44	-3.07722	0.210722	-8.34727e-14	0.835169	0.105294	-1.68692e-14	0.5	0.0300876
11.45	-3.06886	0.211774	-8.3635e-14	0.836217	0.105222	-1.62336e-14	0.5	0.0300847
11.46	-3.06049	0.212826	-8.37926e-14	0.837272	0.105149	-1.57606e-14	0.5	0.0300818
11.47	-3.0521	0.213876	-8.39595e-14	0.838332	0.105075	-1.66916e-14	0.5	0.0300789
11.48	-3.04371	0.214926	-8.41276e-14	0.839397	0.105001	-1.68055e-14	0.5	0.030076
11.49	-3.03531	0.215976	-8.42905e-14	0.840469	0.104925	-1.62878e-14	0.5	0.030073
11.5	-3.02689	0.217024	-8.44506e-14	0.841546	0.104848	-1.60099e-14	0.5	0.03007
11.51	-3.01846	0.218072	-8.46231e-14	0.842629	0.104771	-1.72541e-14	0.5	0.030067
11.52	-3.01003	0.219119	-8.47912e-14	0.843718	0.104692	-1.68055e-14	0.5	0.0300639
11.53	-3.00158	0.220165	-8.49544e-14	0.844813	0.104612	-1.63271e-14	0.5	0.0300609
11.54	-2.99312	0.22121	-8.51225e-14	0.845914	0.104532	-1.68028e-14	0.5	0.0300577
11.55	-2.98465	0.222255	-8.52973e-14	0.847021	0.10445	-1.74817e-14	0.5	0.0300546
11.56	-2.97617	0.223298	-8.54718e-14	0.848134	0.104367	-1.74465e-14	0.5	0.0300514
11.57	-2.96768	0.224341	-8.56486e-14	0.849254	0.104283	-1.7685e-14	0.5	0.0300481
11.58	-2.95917	0.225383	-8.58269e-14	0.85038	0.104198	-1.78328e-14	0.5	0.0300449
11.59	-2.95066	0.226424	-8.60012e-14	0.851512	0.104111	-1.74302e-14	0.5	0.0300416
11.6	-2.94213	0.227464	-8.61786e-14	0.85265	0.104024	-1.77392e-14	0.5	0.0300382
11.61	-2.93359	0.228504	-8.63529e-14	0.853795	0.103936	-1.74275e-14	0.5	0.0300348
11.62	-2.92504	0.229542	-8.654e-14	0.854947	0.103846	-1.87082e-14	0.5	0.0300314
11.63	-2.91648	0.23058	-8.67272e-14	0.856105	0.103755	-1.87259e-14	0.5	0.030028
11.64	-2.90791	0.231616	-8.69226e-14	0.85727	0.103663	-1.9539e-14	0.5	0.0300245
11.65	-2.89932	0.232652	-8.71081e-14	0.858441	0.10357	-1.85456e-14	0.5	0.0300209
11.66	-2.89073	0.233687	-8.72978e-14	0.859619	0.103475	-1.89752e-14	0.5	0.0300174
11.67	-2.88212	0.234721	-8.74782e-14	0.860804	0.103379	-1.80347e-14	0.5	0.0300138
11.68	-2.8735	0.235753	-8.76598e-14	0.861996	0.103282	-1.81648e-14	0.5	0.0300101
11.69	-2.86487	0.236785	-8.78447e-14	0.863195	0.103184	-1.84846e-14	0.5	0.0300064
11.7	-2.85622	0.237816	-8.80328e-14	0.864401	0.103084	-1.88085e-14	0.5	0.0300027
11.71	-2.84757	0.238846	-8.82283e-14	0.865614	0.102983	-1.95553e-14	0.5	0.0299989
11.72	-2.8389	0.239875	-8.84254e-14	0.866835	0.102881	-1.97084e-14	0.5	0.0299951
11.73	-2.83022	0.240903	-8.86196e-14	0.868062	0.102777	-1.94184e-14	0.5	0.0299912
11.74	-2.82153	0.241929	-8.88169e-14	0.869297	0.102672	-1.97328e-14	0.5	0.0299873
11.75	-2.81282	0.242955	-8.90262e-14	0.87054	0.102565	-2.09309e-14	0.5	0.0299833
11.76	-2.8041	0.24398	-8.92392e-14	0.87179	0.102457	-2.12941e-14	0.5	0.0299793
11.77	-2.79537	0.245003	-8.94631e-14	0.873047	0.102348	-2.23945e-14	0.5	0.0299752
11.78	-2.78663	0.246025	-8.96899e-14	0.874312	0.102237	-2.26778e-14	0.5	0.0299711
11.79	-2.77787	0.247047	-8.99236e-14	0.875585	0.102125	-2.33744e-14	0.5	0.029967
11.8	-2.7691	0.248067	-9.01515e-14	0.876866	0.102011	-2.27848e-14	0.5	0.0299628
11.81	-2.76032	0.249086	-9.03778e-14	0.878154	0.101895	-2.26331e-14	0.5	0.0299585
11.82	-2.75153	0.250103	-9.05642e-14	0.879451	0.101778	-1.86337e-14	0.5	0.0299542
11.83	-2.74272	0.25112	-9.07382e-14	0.880756	0.10166	-1.74018e-14	0.5	0.0299498
11.84	-2.7339	0.252135	-9.09035e-14	0.882068	0.10154	-1.65371e-14	0.5	0.0299454
11.85	-2.72507	0.25315	-9.10713e-14	0.883389	0.101418	-1.67757e-14	0.5	0.0299409
11.86	-2.71622	0.254163	-9.12392e-14	0.884719	0.101294	-1.67906e-14	0.5	0.0299364
11.87	-2.70736	0.255174	-9.14161e-14	0.886057	0.101169	-1.76932e-14	0.5	0.0299318
11.88	-2.69848	0.256185	-9.15764e-14	0.887403	0.101042	-1.60303e-14	0.5	0.0299272
11.89	-2.6896	0.257194	-9.17383e-14	0.888758	0.100914	-1.61821e-14	0.5	0.0299225
11.9	-2.6807	0.258202	-9.18973e-14	0.890122	0.100783	-1.59069e-14	0.5	0.0299177
11.91	-2.67178	0.259208	-9.20616e-14	0.891494	0.100651	-1.64287e-14	0.5	0.0299129
11.92	-2.66285	0.260213	-9.22373e-14	0.892875	0.100517	-1.75698e-14	0.5	0.029908
11.93	-2.65391	0.261217	-9.24109e-14	0.894266	0.100381	-1.73598e-14	0.5	0.0299031
11.94	-2.64495	0.26222	-9.25867e-14	0.895665	0.100243	-1.75753e-14	0.5	0.0298981
11.95	-2.63598	0.263221	-9.27601e-14	0.897074	0.100104	-1.73408e-14	0.5	0.029893
11.96	-2.627	0.26422	-9.29393e-14	0.898492	0.0999622	-1.79195e-14	0.5	0.0298879
11.97	-2.618	0.265218	-9.31099e-14	0.899919	0.0998186	-1.70603e-14	0.5	0.0298827
11.98	-2.60898	0.266215	-9.3271e-14	0.901356	0.0996731	-1.61102e-14	0.5	0.0298774
11.99	-2.59996	0.26721	-9.34409e-14	0.902802	0.0995255	-1.69911e-14	0.5	0.0298721
12	-2.59091	0.268204	-9.36219e-14	0.904258	0.0993758	-1.8097e-14	0.5	0.0298666
12.01	-2.58186	0.269196	-9.37635e-14	0.905724	0.099224	-1.41641e-14	0.5	0.0298612
12.02	-2.57278	0.270187	-9.39106e-14	0.9072	0.0990701	-1.47089e-14	0.5	0.0298556
12.03	-2.5637	0.271176	-9.40698e-14	0.908687	0.0989141	-1.59218e-14	0.5	0.02985
12.04	-2.5546	0.272164	-9.42178e-14	0.910183	0.0987558	-1.48011e-14	0.5	0.0298443
12.05	-2.54548	0.27315	-9.43758e-14	0.911689	0.0985953	-1.58012e-14	0.5	0.0298385
12.06	-2.53635	0.274134	-9.4521e-14	0.913207	0.0984325	-1.45205e-14	0.5	0.0298326
12.07	-2.5272	0.275117	-9.46772e-14	0.914734	0.0982674	-1.56196e-14	0.5	0.0298267
12.08	-2.51804	0.276098	-9.4845e-14	0.916272	0.0980999	-1.67729e-14	0.5	0.0298206
12.09	-2.50886	0.277077	-9.50025e-14	0.917822	0.0979301	-1.57552e-14	0.5	0.0298145
12.1	-2.49966	0.278055	-9.51606e-14	0.919382	0.0977578	-1.58053e-14	0.5	0.0298083
12.11	-2.49046	0.27903	-9.53146e-14	0.920953	0.097583	-1.54041e-14	0.5	0.029802
12.12	-2.48123	0.280005	-9.54793e-14	0.922535	0.0974057	-1.64653e-14	0.5	0.0297957
12.13	-2.47199	0.280977	-9.56305e-14	0.924129	0.0972258	-1.51236e-14	0.5	0.0297892
12.14	-2.46273	0.281947	-9.57686e-14	0.925734	0.0970434	-1.38104e-14	0.5	0.0297826
12.15	-2.45346	0.282916	-9.59023e-14	0.927351	0.0968583	-1.33658e-14	0.5	0.029776
12.16	-2.44417	0.283883	-9.60434e-14	0.92898	0.0966705	-1.4118e-14	0.5	0.0297692
12.17	-2.43486	0.284847	-9.61781e-14	0.930621	0.0964799	-1.34702e-14	0.5	0.0297624
12.18	-2.42554	0.28581	-9.63167e-14	0.932273	0.0962866	-1.38537e-14	0.5	0.0297555
12.19	-2.4162	0.286771	-9.64636e-14	0.933938	0.0960904	-1.4694e-14	0.5	0.0297484
12.2	-2.40684	0.28773	-9.66131e-14	0.935616	0.0958913	-1.49501e-14	0.5	0.0297413
12.21	-2.39747	0.288687	-9.67645e-14	0.937305	0.0956893	-1.51399e-14	0.5	0.029734
12.22	-2.38808	0.289642	-9.69275e-14	0.939008	0.0954843	-1.62973e-14	0.5	0.0297266
12.23	-2.37867	0.290595	-9.70871e-14	0.940724	0.0952762	-1.59625e-14	0.5	0.0297192
12.24	-2.36925	0.291545	-9.72472e-14	0.942452	0.095065	-1.60072e-14	0.5	0.0297116
12.25	-2.35981	0.292494	-9.74119e-14	0.944194	0.0948507	-1.64707e-14	0.5	0.0297039
12.26	-2.35035	0.29344	-9.75862e-14	0.945949	0.0946332	-1.74262e-14	0.5	0.0296961
12.27	-2.34087	0.294384	-9.77513e-14	0.947718	0.0944123	-1.65168e-14	0.5	0.0296881
12.28	-2.33137	0.295326	-9.79197e-14	0.9495	0.0941882	-1.68407e-14	0.5	0.0296801
12.29	-2.32186	0.296266	-9.80849e-14	0.951297	0.0939606	-1.65195e-14	0.5	0.0296719
12.3	-2.31233	0.297203	-9.82528e-14	0.953107	0.0937296	-1.67838e-14	0.5	0.0296636
12.31	-2.30278	0.298138	-9.84239e-14	0.954932	0.093495	-1.71158e-14	0.5	0.0296552
12.32	-2.29321	0.29907	-9.8594e-14	0.956771	0.0932569	-1.70074e-14	0.5	0.0296466
12.33	-2.28363	0.300001	-9.87208e-14	0.958625	0.0930151	-1.26828e-14	0.5	0.0296379
12.34	-2.27402	0.300928	-9.8839e-14	0.960494	0.0927696	-1.18141e-14	0.5	0.029629
12.35	-2.2644	0.301853	-9.89544e-14	0.962378	0.0925202	-1.15417e-14	0.5	0.02962
12.36	-2.25476	0.302776	-9.90803e-14	0.964278	0.092267	-1.2592e-14	0.5	0.0296109
12.37	-2.24509	0.303696	-9.92115e-14	0.966193	0.0920099	-1.31219e-14	0.5	0.0296016
12.38	-2.23541	0.304614	-9.93551e-14	0.968124	0.0917487	-1.43592e-14	0.5	0.0295922
12.39	-2.22571	0.305529	-9.94899e-14	0.97007	0.0914835	-1.34783e-14	0.5	0.0295826
12.4	-2.21599	0.306441	-9.9614e-14	0.972033	0.091214	-1.2409e-14	0.5	0.0295729
12.41	-2.20625	0.30735	-9.97367e-14	0.974012	0.0909403	-1.22681e-14	0.5	0.029563
12.42	-2.19649	0.308257	-9.98543e-14	0.976009	0.0906622	-1.17626e-14	0.5	0.0295529
12.43	-2.18671	0.309161	-9.99598e-14	0.978021	0.0903797	-1.05496e-14	0.5	0.0295426
12.44	-2.17691	0.310061	-1.00052e-13	0.980052	0.0900927	-9.20928e-15	0.5	0.0295322
12.45	-2.16709	0.310959	-1.00153e-13	0.982099	0.0898011	-1.01065e-14	0.5	0.0295216
12.46	-2.15725	0.311855	-1.00253e-13	0.984164	0.0895047	-9.97229e-15	0.5	0.0295109
12.47	-2.14739	0.312747	-1.00341e-13	0.986248	0.0892036	-8.83252e-15	0.5	0.0294999
12.48	-2.1375	0.313636	-1.00421e-13	0.988349	0.0888975	-7.96245e-15	0.5	0.0294888
12.49	-2.1276	0.314521	-1.00512e-13	0.990469	0.0885865	-9.11035e-15	0.5	0.0294774
12.5	-2.11767	0.315404	-1.00614e-13	0.992607	0.0882703	-1.02013e-14	0.5	0.0294659
12.51	-2.10772	0.316284	-1.00707e-13	0.994765	0.087949	-9.36514e-15	0.5	0.0294541
12.52	-2.09775	0.31716	-1.0081e-13	0.996942	0.0876223	-1.02189e-14	0.5	0.0294422
12.53	-2.08776	0.318033	-1.00906e-13	0.999139	0.0872902	-9.61721e-15	0.5	0.02943
12.54	-2.07775	0.318902	-1.01009e-13	1.00136	0.0869525	-1.03531e-14	0.5	0.0294176
12.55	-2.06771	0.319768	-1.01101e-13	1.00359	0.0866092	-9.16456e-15	0.5	0.029405
12.56	-2.05766	0.320631	-1.01181e-13	1.00585	0.08626	-7.97465e-15	0.5	0.0293921
12.57	-2.04757	0.32149	-1.0125e-13	1.00813	0.085905	-6.93381e-15	0.5	0.0293791
12.58	-2.03747	0.322345	-1.01323e-13	1.01043	0.085544	-7.27805e-15	0.5	0.0293657
12.59	-2.02734	0.323197	-1.01393e-13	1.01275	0.0851767	-6.9948e-15	0.5	0.0293522
12.6	-2.01719	0.324045	-1.01468e-13	1.01509	0.0848032	-7.54774e-15	0.5	0.0293383
12.61	-2.00702	0.324889	-1.01542e-13	1.01746	0.0844232	-7.39324e-15	0.5	0.0293242
12.62	-1.99682	0.32573	-1.01572e-13	1.01985	0.0840366	-3.00629e-15	0.5	0.0293099
12.63	-1.9866	0.326566	-1.01594e-13	1.02226	0.0836433	-2.13622e-15	0.5	0.0292952
12.64	-1.97635	0.327399	-1.01614e-13	1.02469	0.0832431	-2.02915e-15	0.5	0.0292803
12.65	-1.96608	0.328227	-1.01648e-13	1.02715	0.0828359	-3.40473e-15	0.5	0.0292651
12.66	-1.95578	0.329051	-1.01707e-13	1.02963	0.0824214	-5.88756e-15	0.5	0.0292496
12.67	-1.94546	0.329871	-1.01788e-13	1.03214	0.0819996	-8.09391e-15	0.5	0.0292338
12.68	-1.93511	0.330687	-1.01861e-13	1.03467	0.0815703	-7.3431e-15	0.5	0.0292177
12.69	-1.92474	0.331498	-1.0193e-13	1.03723	0.0811332	-6.92026e-15	0.5	0.0292012
12.7	-1.91434	0.332305	-1.01981e-13	1.03981	0.0806882	-5.05814e-15	0.5	0.0291844
12.71	-1.90392	0.333108	-1.02059e-13	1.04242	0.0802352	-7.79304e-15	0.5	0.0291673
