# Ausgabe:______________________________________________________
# Zeit	X	Y	Z	VX	VY	VZ	L	E
29.24	-8.655	-6.12844	2.58217e-12	-0.433223	-0.248987	9.27054e-14	0.5	0.0305435
29.25	-8.65933	-6.13093	2.58309e-12	-0.433151	-0.248935	9.25339e-14	0.5	0.0305435
29.26	-8.66366	-6.13342	2.58402e-12	-0.433078	-0.248884	9.26525e-14	0.5	0.0305435
29.27	-8.66799	-6.1359	2.58495e-12	-0.433006	-0.248833	9.24862e-14	0.5	0.0305435
29.28	-8.67232	-6.13839	2.58587e-12	-0.432933	-0.248782	9.26197e-14	0.5	0.0305434
29.29	-8.67665	-6.14088	2.5868e-12	-0.432861	-0.24873	9.27244e-14	0.5	0.0305434
29.3	-8.68098	-6.14337	2.58773e-12	-0.432789	-0.248679	9.28761e-14	0.5	0.0305434
29.31	-8.6853	-6.14585	2.58866e-12	-0.432717	-0.248628	9.29053e-14	0.5	0.0305434
29.32	-8.68963	-6.14834	2.58958e-12	-0.432644	-0.248577	9.26786e-14	0.5	0.0305433
29.33	-8.69396	-6.15082	2.59051e-12	-0.432572	-0.248526	9.23991e-14	0.5	0.0305433
29.34	-8.69828	-6.15331	2.59143e-12	-0.4325	-0.248475	9.22138e-14	0.5	0.0305433
29.35	-8.70261	-6.15579	2.59235e-12	-0.432429	-0.248424	9.21745e-14	0.5	0.0305433
29.36	-8.70693	-6.15828	2.59327e-12	-0.432357	-0.248374	9.20051e-14	0.5	0.0305432
29.37	-8.71125	-6.16076	2.59419e-12	-0.432285	-0.248323	9.18512e-14	0.5	0.0305432
29.38	-8.71557	-6.16324	2.59511e-12	-0.432213	-0.248272	9.20732e-14	0.5	0.0305432
29.39	-8.7199	-6.16572	2.59603e-12	-0.432141	-0.248221	9.24086e-14	0.5	0.0305432
29.4	-8.72422	-6.16821	2.59696e-12	-0.43207	-0.248171	9.22111e-14	0.5	0.0305431
29.41	-8.72854	-6.17069	2.59788e-12	-0.431998	-0.24812	9.21657e-14	0.5	0.0305431
29.42	-8.73286	-6.17317	2.5988e-12	-0.431927	-0.24807	9.2349e-14	0.5	0.0305431
29.43	-8.73717	-6.17565	2.59972e-12	-0.431856	-0.248019	9.2064e-14	0.5	0.0305431
29.44	-8.74149	-6.17813	2.60064e-12	-0.431784	-0.247969	9.19403e-14	0.5	0.030543
29.45	-8.74581	-6.18061	2.60156e-12	-0.431713	-0.247919	9.16103e-14	0.5	0.030543
29.46	-8.75013	-6.18309	2.60247e-12	-0.431642	-0.247868	9.14301e-14	0.5	0.030543
29.47	-8.75444	-6.18556	2.60339e-12	-0.431571	-0.247818	9.13518e-14	0.5	0.030543
29.48	-8.75876	-6.18804	2.6043e-12	-0.431499	-0.247768	9.11336e-14	0.5	0.0305429
29.49	-8.76307	-6.19052	2.60521e-12	-0.431428	-0.247718	9.09527e-14	0.5	0.0305429
29.5	-8.76738	-6.193	2.60612e-12	-0.431358	-0.247667	9.09181e-14	0.5	0.0305429
29.51	-8.7717	-6.19547	2.60702e-12	-0.431287	-0.247617	9.07504e-14	0.5	0.0305429
29.52	-8.77601	-6.19795	2.60793e-12	-0.431216	-0.247567	9.05404e-14	0.5	0.0305429
29.53	-8.78032	-6.20042	2.60883e-12	-0.431145	-0.247517	9.03062e-14	0.5	0.0305428
29.54	-8.78463	-6.2029	2.60974e-12	-0.431074	-0.247467	9.05668e-14	0.5	0.0305428
29.55	-8.78894	-6.20537	2.61064e-12	-0.431004	-0.247418	9.07206e-14	0.5	0.0305428
29.56	-8.79325	-6.20784	2.61155e-12	-0.430933	-0.247368	9.05495e-14	0.5	0.0305428
29.57	-8.79756	-6.21032	2.61246e-12	-0.430863	-0.247318	9.06349e-14	0.5	0.0305427
29.58	-8.80187	-6.21279	2.61336e-12	-0.430792	-0.247268	9.05831e-14	0.5	0.0305427
29.59	-8.80617	-6.21526	2.61427e-12	-0.430722	-0.247218	9.06532e-14	0.5	0.0305427
29.6	-8.81048	-6.21773	2.61518e-12	-0.430651	-0.247169	9.07006e-14	0.5	0.0305427
29.61	-8.81479	-6.22021	2.61608e-12	-0.430581	-0.247119	9.05881e-14	0.5	0.0305426
29.62	-8.81909	-6.22268	2.61699e-12	-0.430511	-0.24707	9.03418e-14	0.5	0.0305426
29.63	-8.8234	-6.22515	2.61789e-12	-0.430441	-0.24702	9.05909e-14	0.5	0.0305426
29.64	-8.8277	-6.22762	2.61879e-12	-0.430371	-0.246971	9.02663e-14	0.5	0.0305426
29.65	-8.832	-6.23009	2.6197e-12	-0.430301	-0.246921	9.05438e-14	0.5	0.0305426
29.66	-8.83631	-6.23255	2.6206e-12	-0.430231	-0.246872	9.05763e-14	0.5	0.0305425
29.67	-8.84061	-6.23502	2.62151e-12	-0.430161	-0.246823	9.08636e-14	0.5	0.0305425
29.68	-8.84491	-6.23749	2.62242e-12	-0.430091	-0.246774	9.06918e-14	0.5	0.0305425
29.69	-8.84921	-6.23996	2.62333e-12	-0.430021	-0.246724	9.09527e-14	0.5	0.0305425
29.7	-8.85351	-6.24242	2.62424e-12	-0.429952	-0.246675	9.06644e-14	0.5	0.0305424
29.71	-8.85781	-6.24489	2.62514e-12	-0.429882	-0.246626	9.0371e-14	0.5	0.0305424
29.72	-8.8621	-6.24736	2.62605e-12	-0.429812	-0.246577	9.06183e-14	0.5	0.0305424
29.73	-8.8664	-6.24982	2.62695e-12	-0.429743	-0.246528	9.03706e-14	0.5	0.0305424
29.74	-8.8707	-6.25229	2.62785e-12	-0.429673	-0.246479	9.02622e-14	0.5	0.0305423
29.75	-8.87499	-6.25475	2.62876e-12	-0.429604	-0.24643	9.03666e-14	0.5	0.0305423
29.76	-8.87929	-6.25721	2.62966e-12	-0.429535	-0.246381	9.05736e-14	0.5	0.0305423
29.77	-8.88358	-6.25968	2.63057e-12	-0.429465	-0.246332	9.05438e-14	0.5	0.0305423
29.78	-8.88788	-6.26214	2.63148e-12	-0.429396	-0.246284	9.08629e-14	0.5	0.0305423
29.79	-8.89217	-6.2646	2.63239e-12	-0.429327	-0.246235	9.08755e-14	0.5	0.0305422
29.8	-8.89646	-6.26706	2.63329e-12	-0.429258	-0.246186	9.06952e-14	0.5	0.0305422
29.81	-8.90076	-6.26953	2.6342e-12	-0.429189	-0.246138	9.09805e-14	0.5	0.0305422
29.82	-8.90505	-6.27199	2.63511e-12	-0.42912	-0.246089	9.13135e-14	0.5	0.0305422
29.83	-8.90934	-6.27445	2.63603e-12	-0.429051	-0.246041	9.16574e-14	0.5	0.0305421
29.84	-8.91363	-6.27691	2.63695e-12	-0.428982	-0.245992	9.19319e-14	0.5	0.0305421
29.85	-8.91792	-6.27937	2.63787e-12	-0.428913	-0.245944	9.22778e-14	0.5	0.0305421
29.86	-8.92221	-6.28183	2.6388e-12	-0.428845	-0.245895	9.24221e-14	0.5	0.0305421
29.87	-8.92649	-6.28428	2.63972e-12	-0.428776	-0.245847	9.24577e-14	0.5	0.0305421
29.88	-8.93078	-6.28674	2.64065e-12	-0.428707	-0.245799	9.25356e-14	0.5	0.030542
29.89	-8.93507	-6.2892	2.64158e-12	-0.428639	-0.24575	9.27809e-14	0.5	0.030542
29.9	-8.93935	-6.29166	2.64251e-12	-0.42857	-0.245702	9.30486e-14	0.5	0.030542
29.91	-8.94364	-6.29411	2.64344e-12	-0.428502	-0.245654	9.33562e-14	0.5	0.030542
29.92	-8.94792	-6.29657	2.64438e-12	-0.428434	-0.245606	9.36683e-14	0.5	0.0305419
29.93	-8.95221	-6.29902	2.64531e-12	-0.428365	-0.245558	9.3591e-14	0.5	0.0305419
29.94	-8.95649	-6.30148	2.64625e-12	-0.428297	-0.24551	9.3565e-14	0.5	0.0305419
29.95	-8.96077	-6.30393	2.64718e-12	-0.428229	-0.245462	9.35551e-14	0.5	0.0305419
29.96	-8.96505	-6.30639	2.64812e-12	-0.428161	-0.245414	9.36537e-14	0.5	0.0305419
29.97	-8.96933	-6.30884	2.64905e-12	-0.428093	-0.245366	9.34921e-14	0.5	0.0305418
29.98	-8.97361	-6.3113	2.64999e-12	-0.428025	-0.245318	9.32915e-14	0.5	0.0305418
29.99	-8.97789	-6.31375	2.65092e-12	-0.427957	-0.24527	9.30381e-14	0.5	0.0305418
30	-8.98217	-6.3162	2.65185e-12	-0.427889	-0.245223	9.30232e-14	0.5	0.0305418
30.01	-8.98645	-6.31865	2.65278e-12	-0.427821	-0.245175	9.28941e-14	0.5	0.0305418
30.02	-8.99073	-6.3211	2.6537e-12	-0.427753	-0.245127	9.26857e-14	0.5	0.0305417
30.03	-8.995	-6.32355	2.65463e-12	-0.427685	-0.24508	9.23544e-14	0.5	0.0305417
30.04	-8.99928	-6.326	2.65555e-12	-0.427618	-0.245032	9.22097e-14	0.5	0.0305417
30.05	-9.00356	-6.32845	2.65647e-12	-0.42755	-0.244984	9.2373e-14	0.5	0.0305417
30.06	-9.00783	-6.3309	2.6574e-12	-0.427482	-0.244937	9.2396e-14	0.5	0.0305416
30.07	-9.0121	-6.33335	2.65832e-12	-0.427415	-0.24489	9.2539e-14	0.5	0.0305416
30.08	-9.01638	-6.3358	2.65925e-12	-0.427348	-0.244842	9.26471e-14	0.5	0.0305416
30.09	-9.02065	-6.33825	2.66018e-12	-0.42728	-0.244795	9.28673e-14	0.5	0.0305416
30.1	-9.02492	-6.3407	2.66111e-12	-0.427213	-0.244747	9.30699e-14	0.5	0.0305416
30.11	-9.02919	-6.34314	2.66204e-12	-0.427146	-0.2447	9.30876e-14	0.5	0.0305415
30.12	-9.03347	-6.34559	2.66297e-12	-0.427078	-0.244653	9.32248e-14	0.5	0.0305415
30.13	-9.03774	-6.34804	2.6639e-12	-0.427011	-0.244606	9.29226e-14	0.5	0.0305415
30.14	-9.04201	-6.35048	2.66483e-12	-0.426944	-0.244559	9.326e-14	0.5	0.0305415
30.15	-9.04627	-6.35293	2.66577e-12	-0.426877	-0.244512	9.33136e-14	0.5	0.0305415
30.16	-9.05054	-6.35537	2.6667e-12	-0.42681	-0.244465	9.35097e-14	0.5	0.0305414
30.17	-9.05481	-6.35782	2.66764e-12	-0.426743	-0.244418	9.34389e-14	0.5	0.0305414
30.18	-9.05908	-6.36026	2.66857e-12	-0.426676	-0.244371	9.35954e-14	0.5	0.0305414
30.19	-9.06334	-6.3627	2.66951e-12	-0.42661	-0.244324	9.36605e-14	0.5	0.0305414
30.2	-9.06761	-6.36515	2.67045e-12	-0.426543	-0.244277	9.39488e-14	0.5	0.0305413
30.21	-9.07187	-6.36759	2.67138e-12	-0.426476	-0.24423	9.36395e-14	0.5	0.0305413
30.22	-9.07614	-6.37003	2.67232e-12	-0.42641	-0.244183	9.34999e-14	0.5	0.0305413
30.23	-9.0804	-6.37247	2.67325e-12	-0.426343	-0.244137	9.3362e-14	0.5	0.0305413
30.24	-9.08466	-6.37491	2.67419e-12	-0.426276	-0.24409	9.35765e-14	0.5	0.0305413
30.25	-9.08892	-6.37735	2.67512e-12	-0.42621	-0.244043	9.34836e-14	0.5	0.0305412
30.26	-9.09319	-6.37979	2.67606e-12	-0.426144	-0.243997	9.34606e-14	0.5	0.0305412
30.27	-9.09745	-6.38223	2.67699e-12	-0.426077	-0.24395	9.32021e-14	0.5	0.0305412
30.28	-9.10171	-6.38467	2.67793e-12	-0.426011	-0.243904	9.3548e-14	0.5	0.0305412
30.29	-9.10597	-6.38711	2.67886e-12	-0.425945	-0.243857	9.34348e-14	0.5	0.0305412
30.3	-9.11023	-6.38955	2.67979e-12	-0.425879	-0.243811	9.33417e-14	0.5	0.0305411
30.31	-9.11448	-6.39199	2.68073e-12	-0.425812	-0.243764	9.33884e-14	0.5	0.0305411
30.32	-9.11874	-6.39442	2.68166e-12	-0.425746	-0.243718	9.30747e-14	0.5	0.0305411
30.33	-9.123	-6.39686	2.68259e-12	-0.42568	-0.243672	9.3197e-14	0.5	0.0305411
30.34	-9.12725	-6.3993	2.68352e-12	-0.425614	-0.243626	9.29073e-14	0.5	0.0305411
30.35	-9.13151	-6.40173	2.68445e-12	-0.425549	-0.243579	9.2947e-14	0.5	0.030541
30.36	-9.13576	-6.40417	2.68538e-12	-0.425483	-0.243533	9.32854e-14	0.5	0.030541
30.37	-9.14002	-6.4066	2.68631e-12	-0.425417	-0.243487	9.25732e-14	0.5	0.030541
30.38	-9.14427	-6.40904	2.68723e-12	-0.425351	-0.243441	9.22327e-14	0.5	0.030541
30.39	-9.14852	-6.41147	2.68815e-12	-0.425286	-0.243395	9.24648e-14	0.5	0.030541
30.4	-9.15278	-6.4139	2.68908e-12	-0.42522	-0.243349	9.28026e-14	0.5	0.0305409
30.41	-9.15703	-6.41634	2.69001e-12	-0.425154	-0.243303	9.27806e-14	0.5	0.0305409
30.42	-9.16128	-6.41877	2.69094e-12	-0.425089	-0.243257	9.27593e-14	0.5	0.0305409
30.43	-9.16553	-6.4212	2.69187e-12	-0.425023	-0.243211	9.27288e-14	0.5	0.0305409
30.44	-9.16978	-6.42363	2.69279e-12	-0.424958	-0.243165	9.24215e-14	0.5	0.0305409
30.45	-9.17403	-6.42606	2.69371e-12	-0.424893	-0.24312	9.20972e-14	0.5	0.0305408
30.46	-9.17828	-6.42849	2.69463e-12	-0.424827	-0.243074	9.23676e-14	0.5	0.0305408
30.47	-9.18252	-6.43092	2.69556e-12	-0.424762	-0.243028	9.24614e-14	0.5	0.0305408
30.48	-9.18677	-6.43335	2.69648e-12	-0.424697	-0.242983	9.23208e-14	0.5	0.0305408
30.49	-9.19102	-6.43578	2.6974e-12	-0.424632	-0.242937	9.22073e-14	0.5	0.0305408
30.5	-9.19526	-6.43821	2.69833e-12	-0.424567	-0.242891	9.25468e-14	0.5	0.0305407
30.51	-9.19951	-6.44064	2.69926e-12	-0.424502	-0.242846	9.25787e-14	0.5	0.0305407
30.52	-9.20375	-6.44307	2.70018e-12	-0.424437	-0.2428	9.25194e-14	0.5	0.0305407
30.53	-9.208	-6.4455	2.7011e-12	-0.424372	-0.242755	9.23015e-14	0.5	0.0305407
30.54	-9.21224	-6.44792	2.70203e-12	-0.424307	-0.24271	9.2352e-14	0.5	0.0305407
30.55	-9.21648	-6.45035	2.70295e-12	-0.424242	-0.242664	9.21575e-14	0.5	0.0305406
30.56	-9.22072	-6.45278	2.70387e-12	-0.424177	-0.242619	9.2126e-14	0.5	0.0305406
30.57	-9.22496	-6.4552	2.70479e-12	-0.424113	-0.242574	9.23784e-14	0.5	0.0305406
30.58	-9.22921	-6.45763	2.70572e-12	-0.424048	-0.242529	9.26336e-14	0.5	0.0305406
30.59	-9.23344	-6.46005	2.70664e-12	-0.423984	-0.242483	9.2372e-14	0.5	0.0305406
30.6	-9.23768	-6.46248	2.70757e-12	-0.423919	-0.242438	9.26231e-14	0.5	0.0305405
30.61	-9.24192	-6.4649	2.70849e-12	-0.423855	-0.242393	9.23591e-14	0.5	0.0305405
30.62	-9.24616	-6.46732	2.70942e-12	-0.42379	-0.242348	9.26166e-14	0.5	0.0305405
30.63	-9.2504	-6.46975	2.71034e-12	-0.423726	-0.242303	9.22964e-14	0.5	0.0305405
30.64	-9.25463	-6.47217	2.71127e-12	-0.423662	-0.242258	9.22771e-14	0.5	0.0305405
30.65	-9.25887	-6.47459	2.71219e-12	-0.423597	-0.242213	9.24479e-14	0.5	0.0305404
30.66	-9.26311	-6.47701	2.71312e-12	-0.423533	-0.242168	9.27437e-14	0.5	0.0305404
30.67	-9.26734	-6.47944	2.71404e-12	-0.423469	-0.242123	9.25478e-14	0.5	0.0305404
30.68	-9.27157	-6.48186	2.71497e-12	-0.423405	-0.242079	9.25451e-14	0.5	0.0305404
30.69	-9.27581	-6.48428	2.7159e-12	-0.423341	-0.242034	9.27413e-14	0.5	0.0305404
30.7	-9.28004	-6.4867	2.71682e-12	-0.423277	-0.241989	9.28077e-14	0.5	0.0305403
30.71	-9.28427	-6.48912	2.71775e-12	-0.423213	-0.241944	9.26112e-14	0.5	0.0305403
30.72	-9.2885	-6.49153	2.71868e-12	-0.423149	-0.2419	9.28609e-14	0.5	0.0305403
30.73	-9.29274	-6.49395	2.71961e-12	-0.423085	-0.241855	9.30411e-14	0.5	0.0305403
30.74	-9.29697	-6.49637	2.72054e-12	-0.423021	-0.241811	9.27877e-14	0.5	0.0305403
30.75	-9.30119	-6.49879	2.72146e-12	-0.422958	-0.241766	9.25079e-14	0.5	0.0305403
30.76	-9.30542	-6.50121	2.72239e-12	-0.422894	-0.241721	9.24733e-14	0.5	0.0305402
30.77	-9.30965	-6.50362	2.72331e-12	-0.42283	-0.241677	9.23954e-14	0.5	0.0305402
30.78	-9.31388	-6.50604	2.72423e-12	-0.422767	-0.241633	9.21121e-14	0.5	0.0305402
30.79	-9.31811	-6.50846	2.72515e-12	-0.422703	-0.241588	9.1961e-14	0.5	0.0305402
30.8	-9.32233	-6.51087	2.72607e-12	-0.42264	-0.241544	9.20681e-14	0.5	0.0305402
30.81	-9.32656	-6.51329	2.72699e-12	-0.422576	-0.2415	9.18306e-14	0.5	0.0305401
30.82	-9.33078	-6.5157	2.72791e-12	-0.422513	-0.241455	9.1716e-14	0.5	0.0305401
30.83	-9.33501	-6.51811	2.72882e-12	-0.42245	-0.241411	9.1651e-14	0.5	0.0305401
30.84	-9.33923	-6.52053	2.72974e-12	-0.422387	-0.241367	9.15578e-14	0.5	0.0305401
30.85	-9.34346	-6.52294	2.73066e-12	-0.422323	-0.241323	9.18973e-14	0.5	0.0305401
30.86	-9.34768	-6.52535	2.73158e-12	-0.42226	-0.241279	9.20193e-14	0.5	0.03054
30.87	-9.3519	-6.52777	2.7325e-12	-0.422197	-0.241235	9.18526e-14	0.5	0.03054
30.88	-9.35612	-6.53018	2.73342e-12	-0.422134	-0.241191	9.20254e-14	0.5	0.03054
30.89	-9.36034	-6.53259	2.73434e-12	-0.422071	-0.241147	9.23686e-14	0.5	0.03054
30.9	-9.36456	-6.535	2.73526e-12	-0.422008	-0.241103	9.2064e-14	0.5	0.03054
30.91	-9.36878	-6.53741	2.73619e-12	-0.421945	-0.241059	9.23354e-14	0.5	0.03054
30.92	-9.373	-6.53982	2.73711e-12	-0.421882	-0.241015	9.23374e-14	0.5	0.0305399
30.93	-9.37722	-6.54223	2.73803e-12	-0.42182	-0.240971	9.22476e-14	0.5	0.0305399
30.94	-9.38144	-6.54464	2.73895e-12	-0.421757	-0.240928	9.22761e-14	0.5	0.0305399
30.95	-9.38565	-6.54705	2.73988e-12	-0.421694	-0.240884	9.24974e-14	0.5	0.0305399
30.96	-9.38987	-6.54946	2.74081e-12	-0.421632	-0.24084	9.2638e-14	0.5	0.0305399
30.97	-9.39409	-6.55187	2.74173e-12	-0.421569	-0.240797	9.25573e-14	0.5	0.0305398
30.98	-9.3983	-6.55427	2.74266e-12	-0.421506	-0.240753	9.25926e-14	0.5	0.0305398
30.99	-9.40251	-6.55668	2.74358e-12	-0.421444	-0.240709	9.23835e-14	0.5	0.0305398
31	-9.40673	-6.55909	2.7445e-12	-0.421382	-0.240666	9.2185e-14	0.5	0.0305398
31.01	-9.41094	-6.56149	2.74542e-12	-0.421319	-0.240622	9.1917e-14	0.5	0.0305398
31.02	-9.41515	-6.5639	2.74634e-12	-0.421257	-0.240579	9.19126e-14	0.5	0.0305397
31.03	-9.41937	-6.5663	2.74726e-12	-0.421195	-0.240535	9.18414e-14	0.5	0.0305397
31.04	-9.42358	-6.56871	2.74818e-12	-0.421132	-0.240492	9.20101e-14	0.5	0.0305397
31.05	-9.42779	-6.57111	2.7491e-12	-0.42107	-0.240449	9.20525e-14	0.5	0.0305397
31.06	-9.432	-6.57352	2.75002e-12	-0.421008	-0.240405	9.18272e-14	0.5	0.0305397
31.07	-9.43621	-6.57592	2.75094e-12	-0.420946	-0.240362	9.17113e-14	0.5	0.0305397
31.08	-9.44042	-6.57832	2.75185e-12	-0.420884	-0.240319	9.14545e-14	0.5	0.0305396
31.09	-9.44463	-6.58073	2.75276e-12	-0.420822	-0.240276	9.11326e-14	0.5	0.0305396
31.1	-9.44883	-6.58313	2.75367e-12	-0.42076	-0.240233	9.12868e-14	0.5	0.0305396
31.11	-9.45304	-6.58553	2.75459e-12	-0.420698	-0.24019	9.15883e-14	0.5	0.0305396
31.12	-9.45725	-6.58793	2.75551e-12	-0.420636	-0.240146	9.19034e-14	0.5	0.0305396
31.13	-9.46145	-6.59033	2.75643e-12	-0.420575	-0.240103	9.18655e-14	0.5	0.0305395
31.14	-9.46566	-6.59273	2.75735e-12	-0.420513	-0.24006	9.21629e-14	0.5	0.0305395
31.15	-9.46986	-6.59513	2.75827e-12	-0.420451	-0.240018	9.19e-14	0.5	0.0305395
31.16	-9.47407	-6.59753	2.75918e-12	-0.42039	-0.239975	9.11773e-14	0.5	0.0305395
31.17	-9.47827	-6.59993	2.76009e-12	-0.420328	-0.239932	9.10235e-14	0.5	0.0305395
31.18	-9.48247	-6.60233	2.761e-12	-0.420267	-0.239889	9.08399e-14	0.5	0.0305395
31.19	-9.48667	-6.60473	2.7619e-12	-0.420205	-0.239846	9.06634e-14	0.5	0.0305394
31.2	-9.49087	-6.60713	2.76281e-12	-0.420144	-0.239803	9.06647e-14	0.5	0.0305394
31.21	-9.49508	-6.60953	2.76372e-12	-0.420082	-0.239761	9.0865e-14	0.5	0.0305394
31.22	-9.49928	-6.61192	2.76463e-12	-0.420021	-0.239718	9.05597e-14	0.5	0.0305394
31.23	-9.50348	-6.61432	2.76553e-12	-0.41996	-0.239675	9.04231e-14	0.5	0.0305394
31.24	-9.50767	-6.61672	2.76643e-12	-0.419898	-0.239633	9.04286e-14	0.5	0.0305394
31.25	-9.51187	-6.61911	2.76734e-12	-0.419837	-0.23959	9.02019e-14	0.5	0.0305393
31.26	-9.51607	-6.62151	2.76824e-12	-0.419776	-0.239548	8.9917e-14	0.5	0.0305393
31.27	-9.52027	-6.6239	2.76913e-12	-0.419715	-0.239505	8.99109e-14	0.5	0.0305393
31.28	-9.52446	-6.6263	2.77003e-12	-0.419654	-0.239463	8.95788e-14	0.5	0.0305393
31.29	-9.52866	-6.62869	2.77093e-12	-0.419593	-0.23942	8.96703e-14	0.5	0.0305393
31.3	-9.53286	-6.63109	2.77182e-12	-0.419532	-0.239378	8.94392e-14	0.5	0.0305392
31.31	-9.53705	-6.63348	2.77272e-12	-0.419471	-0.239335	8.95375e-14	0.5	0.0305392
31.32	-9.54124	-6.63587	2.77361e-12	-0.41941	-0.239293	8.92193e-14	0.5	0.0305392
31.33	-9.54544	-6.63826	2.7745e-12	-0.41935	-0.239251	8.94989e-14	0.5	0.0305392
31.34	-9.54963	-6.64066	2.7754e-12	-0.419289	-0.239209	8.97821e-14	0.5	0.0305392
31.35	-9.55382	-6.64305	2.7763e-12	-0.419228	-0.239166	9.00681e-14	0.5	0.0305392
31.36	-9.55801	-6.64544	2.7772e-12	-0.419168	-0.239124	8.97665e-14	0.5	0.0305391
31.37	-9.56221	-6.64783	2.7781e-12	-0.419107	-0.239082	8.95354e-14	0.5	0.0305391
31.38	-9.5664	-6.65022	2.77899e-12	-0.419046	-0.23904	8.97896e-14	0.5	0.0305391
31.39	-9.57059	-6.65261	2.77989e-12	-0.418986	-0.238998	8.99973e-14	0.5	0.0305391
31.4	-9.57478	-6.655	2.78079e-12	-0.418926	-0.238956	8.99891e-14	0.5	0.0305391
31.41	-9.57896	-6.65739	2.7817e-12	-0.418865	-0.238914	9.02232e-14	0.5	0.0305391
31.42	-9.58315	-6.65978	2.7826e-12	-0.418805	-0.238872	9.02226e-14	0.5	0.030539
31.43	-9.58734	-6.66217	2.7835e-12	-0.418745	-0.23883	8.99078e-14	0.5	0.030539
31.44	-9.59153	-6.66455	2.7844e-12	-0.418684	-0.238788	9.0022e-14	0.5	0.030539
31.45	-9.59571	-6.66694	2.7853e-12	-0.418624	-0.238746	9.03313e-14	0.5	0.030539
31.46	-9.5999	-6.66933	2.7862e-12	-0.418564	-0.238705	9.02083e-14	0.5	0.030539
31.47	-9.60408	-6.67172	2.78711e-12	-0.418504	-0.238663	9.05251e-14	0.5	0.030539
31.48	-9.60827	-6.6741	2.78802e-12	-0.418444	-0.238621	9.08599e-14	0.5	0.0305389
31.49	-9.61245	-6.67649	2.78892e-12	-0.418384	-0.23858	9.0644e-14	0.5	0.0305389
31.5	-9.61663	-6.67887	2.78983e-12	-0.418324	-0.238538	9.02978e-14	0.5	0.0305389
31.51	-9.62082	-6.68126	2.79073e-12	-0.418264	-0.238496	9.01372e-14	0.5	0.0305389
31.52	-9.625	-6.68364	2.79163e-12	-0.418204	-0.238455	8.98285e-14	0.5	0.0305389
31.53	-9.62918	-6.68603	2.79252e-12	-0.418144	-0.238413	8.95903e-14	0.5	0.0305389
31.54	-9.63336	-6.68841	2.79342e-12	-0.418084	-0.238372	8.97638e-14	0.5	0.0305388
31.55	-9.63754	-6.69079	2.79431e-12	-0.418025	-0.23833	8.94945e-14	0.5	0.0305388
31.56	-9.64172	-6.69318	2.79521e-12	-0.417965	-0.238289	8.97015e-14	0.5	0.0305388
31.57	-9.6459	-6.69556	2.79611e-12	-0.417905	-0.238247	8.94152e-14	0.5	0.0305388
31.58	-9.65008	-6.69794	2.797e-12	-0.417846	-0.238206	8.95165e-14	0.5	0.0305388
31.59	-9.65426	-6.70032	2.7979e-12	-0.417786	-0.238165	8.98604e-14	0.5	0.0305388
31.6	-9.65843	-6.7027	2.7988e-12	-0.417727	-0.238123	9.00406e-14	0.5	0.0305387
31.61	-9.66261	-6.70508	2.7997e-12	-0.417667	-0.238082	9.02805e-14	0.5	0.0305387
31.62	-9.66679	-6.70747	2.8006e-12	-0.417608	-0.238041	9.00301e-14	0.5	0.0305387
31.63	-9.67096	-6.70985	2.8015e-12	-0.417549	-0.238	8.97682e-14	0.5	0.0305387
31.64	-9.67514	-6.71222	2.8024e-12	-0.417489	-0.237959	9.00681e-14	0.5	0.0305387
31.65	-9.67931	-6.7146	2.8033e-12	-0.41743	-0.237917	8.99183e-14	0.5	0.0305387
31.66	-9.68349	-6.71698	2.8042e-12	-0.417371	-0.237876	8.96984e-14	0.5	0.0305386
31.67	-9.68766	-6.71936	2.8051e-12	-0.417312	-0.237835	8.98492e-14	0.5	0.0305386
31.68	-9.69183	-6.72174	2.80599e-12	-0.417253	-0.237794	8.99434e-14	0.5	0.0305386
31.69	-9.696	-6.72412	2.8069e-12	-0.417193	-0.237753	9.0187e-14	0.5	0.0305386
31.7	-9.70017	-6.72649	2.8078e-12	-0.417134	-0.237712	9.00925e-14	0.5	0.0305386
31.71	-9.70434	-6.72887	2.8087e-12	-0.417075	-0.237672	9.00271e-14	0.5	0.0305386
31.72	-9.70852	-6.73125	2.8096e-12	-0.417017	-0.237631	8.97357e-14	0.5	0.0305385
31.73	-9.71268	-6.73362	2.81049e-12	-0.416958	-0.23759	8.95277e-14	0.5	0.0305385
31.74	-9.71685	-6.736	2.81139e-12	-0.416899	-0.237549	8.9445e-14	0.5	0.0305385
31.75	-9.72102	-6.73837	2.81228e-12	-0.41684	-0.237508	8.94474e-14	0.5	0.0305385
31.76	-9.72519	-6.74075	2.81317e-12	-0.416781	-0.237468	8.92878e-14	0.5	0.0305385
31.77	-9.72936	-6.74312	2.81407e-12	-0.416723	-0.237427	8.93193e-14	0.5	0.0305385
31.78	-9.73352	-6.7455	2.81496e-12	-0.416664	-0.237386	8.93345e-14	0.5	0.0305384
31.79	-9.73769	-6.74787	2.81585e-12	-0.416605	-0.237346	8.95344e-14	0.5	0.0305384
31.8	-9.74186	-6.75024	2.81675e-12	-0.416547	-0.237305	8.94409e-14	0.5	0.0305384
31.81	-9.74602	-6.75262	2.81765e-12	-0.416488	-0.237265	8.97035e-14	0.5	0.0305384
31.82	-9.75018	-6.75499	2.81854e-12	-0.41643	-0.237224	8.97719e-14	0.5	0.0305384
